BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
maxsinr,oracle,5.595138840349634,-3.9925310827520426,24.38462259470093,5.104001429434467,9.09653251218651,18.789483754351295
