BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
mvdr,oracle,17.081643745382973,-2.610494447020316,22.89600264715856,-0.15019241576370118,2.4603020312566146,5.814358901775588
