BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
souden_mvdr,oracle,5.595138840349634,-3.9925310827520426,24.374645933223285,2.5527330499345475,6.54526413268659,18.77950709287365
