BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
mpdr,oracle,5.595138840349634,-3.9925310827520426,5.587070119874532,-4.001866679899983,-0.009335597147940522,-0.008068720475101543
