BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
mpdr,led,5.595138840349634,-3.9925310827520426,5.595247393940203,-4.002164444273927,-0.009633361521883987,0.00010855359056893832
