BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
maxsinr,oracle-wiener,5.595138840349634,-3.9925310827520426,22.77420709534865,2.7255214719647913,6.718052554716834,17.179068254999017
