BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
souden_mvdr,led,5.595138840349634,-3.9925310827520426,30.39033702420186,6.651530971152555,10.644062053904598,24.795198183852225
