BF,mask,SIR_in,SDR_in,SIR_out,SDR_out,iSDR,iSIR
mvdr,oracle,5.595138840349634,-3.9925310827520426,16.924426605879383,1.5190485476318165,5.511579630383859,11.329287765529749
